uid,churn
u105889,0
u107131,0
u101304,0
u101972,0
u103188,0
u103618,0
u106239,0
u106001,0
u101346,0
u105469,0
u103909,0
u105880,0
u103414,0
u105888,0
u101462,0
u102133,0
u106927,0
u107344,0
u106922,0
u102780,0
u103735,0
u106273,0
u104465,0
u104744,0
u108563,1
u104244,0
u107932,0
u103451,0
u102209,0
u101470,0
u105540,0
u102028,0
u107246,0
u105062,0
u108105,1
u101418,0
u108107,1
u101808,0
u101569,0
u107159,0
u102511,0
u105056,0
u105384,0
u106631,0
u108263,1
u108139,1
u101982,0
u104649,0
u108540,1
u101073,0
u102418,0
u101312,0
u106494,0
u105953,0
u105282,0
u106609,0
u108354,1
u103201,0
u103837,0
u101963,0
u102832,0
u106772,0
u106445,0
u107835,0
u102196,0
u105214,0
u108716,1
u101544,0
u107577,0
u104171,0
u103302,0
u104941,0
u105768,0
u101103,0
u108458,1
u107487,0
u107309,0
u108045,1
u104331,0
u103707,0
u107389,0
u104816,0
u107027,0
u108595,1
u105562,0
u108397,1
u108052,1
u104472,0
u103852,0
u108845,1
u103446,0
u101918,0
u105697,0
u102684,0
u102701,0
u104601,0
u106550,0
u105855,0
u105884,0
u107609,0
u106553,0
u105993,0
u102536,0
u107432,0
u107444,0
u105281,0
u103458,0
u105234,0
u101095,0
u104046,0
u108329,1
u107164,0
u107808,0
u108400,1
u104359,0
u104241,0
u101900,0
u108849,1
u107958,0
u101155,0
u102924,0
u101944,0
u105554,0
u102335,0
u106647,0
u107477,0
u107688,0
u105138,0
u106084,0
u104032,0
u107260,0
u106677,0
u108136,1
u101429,0
u101787,0
u102887,0
u106986,0
u107424,0
u108938,1
u106601,0
u105739,0
u102273,0
u103661,0
u104864,0
u107345,0
u105132,0
u108694,1
u103850,0
u107212,0
u105194,0
u106130,0
u105937,0
u102197,0
u105754,0
u103382,0
u107132,0
u106588,0
u101966,0
u107519,0
u105867,0
u106290,0
u103823,0
u102032,0
u101898,0
u104283,0
u105081,0
u105148,0
u104382,0
u102686,0
u103947,0
u101671,0
u104174,0
u101163,0
u106317,0
u107524,0
u102463,0
u104648,0
u106435,0
u105934,0
u101123,0
u103346,0
u102731,0
u108216,1
u101376,0
u108396,1
u107190,0
u105987,0
u106792,0
u107199,0
u105231,0
u107642,0
u103516,0
u105033,0
u103400,0
u101382,0
u102688,0
u104973,0
u106023,0
u107744,0
u102321,0
u103592,0
u101453,0
u106353,0
u105894,0
u105325,0
u105486,0
u104890,0
u104113,0
u101730,0
u101251,0
u101790,0
u106934,0
u101049,0
u107226,0
u108153,1
u101525,0
u106225,0
u102532,0
u105737,0
u107636,0
u101320,0
u106311,0
u105482,0
u102933,0
u102959,0
u104681,0
u102978,0
u107109,0
u107340,0
u104103,0
u101812,0
u103063,0
u107140,0
u104663,0
u104749,0
u102718,0
u107121,0
u106887,0
u101649,0
u102092,0
u107156,0
u105967,0
u106734,0
u105457,0
u106555,0
u105541,0
u101750,0
u108682,1
u107168,0
u101141,0
u104870,0
u105011,0
u108089,1
u108704,1
u103462,0
u105778,0
u104860,0
u102949,0
u101869,0
u104718,0
u102048,0
u103639,0
u105873,0
u107520,0
u108517,1
u104581,0
u107343,0
u107115,0
u103520,0
u104731,0
u102400,0
u103750,0
u107649,0
u101039,0
u108921,1
u103774,0
u104173,0
u103482,0
u106365,0
u106666,0
u108720,1
u105936,0
u107064,0
u102556,0
u103684,0
u102955,0
u101646,0
u106675,0
u105451,0
u102925,0
u107394,0
u101639,0
u103096,0
u104405,0
u103665,0
u102944,0
u101012,0
u106223,0
u103479,0
u108502,1
u105471,0
u108334,1
u106577,0
u102086,0
u108095,1
u104608,0
u107647,0
u107594,0
u104952,0
u105979,0
u104459,0
u103041,0
u108120,1
u107474,0
u103131,0
u102888,0
u103106,0
u106319,0
u107627,0
u104195,0
u104859,0
u101209,0
u106767,0
u101614,0
u108106,1
u105344,0
u102192,0
u105077,0
u106847,0
u101799,0
u104722,0
u103856,0
u102040,0
u104967,0
u101580,0
u105279,0
u107393,0
u103944,0
u108548,1
u101857,0
u103814,0
u107128,0
u103159,0
u104376,0
u102745,0
u104609,0
u108847,1
u108378,1
u108260,1
u101870,0
u101165,0
u103669,0
u107012,0
u101892,0
u102656,0
u102997,0
u102604,0
u108805,1
u108939,1
u106377,0
u105412,0
u106578,0
u106710,0
u106396,0
u108011,1
u107490,0
u106473,0
u102263,0
u102160,0
u106958,0
u103676,0
u104904,0
u106019,0
u106557,0
u108725,1
u101791,0
u101394,0
u108581,1
u103853,0
u108576,1
u101969,0
u105481,0
u104158,0
u105515,0
u103147,0
u105467,0
u104532,0
u108799,1
u102235,0
u101347,0
u103210,0
u101738,0
u101281,0
u102434,0
u108353,1
u101229,0
u108656,1
u102853,0
u103862,0
u104416,0
u104618,0
u101345,0
u104961,0
u101234,0
u101823,0
u103645,0
u102812,0
u106456,0
u106136,0
u102488,0
u105170,0
u103526,0
u103231,0
u102895,0
u101527,0
u105628,0
u104107,0
u104466,0
u108910,1
u105676,0
u103528,0
u101865,0
u102819,0
u101895,0
u104006,0
u104458,0
u105702,0
u106602,0
u102821,0
u108188,1
u107460,0
u101300,0
u106876,0
u103293,0
u104403,0
u103390,0
u107830,0
u104479,0
u105280,0
u102108,0
u102953,0
u108391,1
u105258,0
u108597,1
u108155,1
u107447,0
u102713,0
u104637,0
u101581,0
u107779,0
u104526,0
u102683,0
u101068,0
u106637,0
u102664,0
u104453,0
u102171,0
u107281,0
u103481,0
u104572,0
u105450,0
u102396,0
u102483,0
u102341,0
u107712,0
u102377,0
u106469,0
u107800,0
u105364,0
u105703,0
u103034,0
u101065,0
u105391,0
u104800,0
u102305,0
u101361,0
u102830,0
u103179,0
u106800,0
u103055,0
u103739,0
u101066,0
u106049,0
u102456,0
u104352,0
u105908,0
u107614,0
u101127,0
u108555,1
u106925,0
u107907,0
u105806,0
u106153,0
u108482,1
u104924,0
u103603,0
u101435,0
u107945,0
u107819,0
u104752,0
u103371,0
u106304,0
u107282,0
u105904,0
u105237,0
u101813,0
u106104,0
u107038,0
u102797,0
u106835,0
u103066,0
u104141,0
u103448,0
u108523,1
u101788,0
u105524,0
u105538,0
u107456,0
u108966,1
u103861,0
u107841,0
u107056,0
u103710,0
u106899,0
u104439,0
u101455,0
u107445,0
u101160,0
u103911,0
u102929,0
u102849,0
u101727,0
u107176,0
u104482,0
u103879,0
u107431,0
u106639,0
u107311,0
u106749,0
u107532,0
u106271,0
u103623,0
u101956,0
u101350,0
u101010,0
u105209,0
u101206,0
u101052,0
u105357,0
u103677,0
u101719,0
u108235,1
u106434,0
u106400,0
u103264,0
u105567,0
u105307,0
u101210,0
u106928,0
u103889,0
u104353,0
u106699,0
u104556,0
u105354,0
u102149,0
u103638,0
u108602,1
u102651,0
u107528,0
u102329,0
u103288,0
u103721,0
u107362,0
u106391,0
u108986,1
u105235,0
u103046,0
u105601,0
u102044,0
u102573,0
u107740,0
u105283,0
u107888,0
u106158,0
u107969,0
u106912,0
u101444,0
u104370,0
u108989,1
u107764,0
u107124,0
u107234,0
u104954,0
u101239,0
u106477,0
u104994,0
u105314,0
u102122,0
u103745,0
u103056,0
u107048,0
u107827,0
u106219,0
u102632,0
u106451,0
u105071,0
u104116,0
u105539,0
u108801,1
u106266,0
u107771,0
u105006,0
u101735,0
u103083,0
u101515,0
u102868,0
u105259,0
u108058,1
u101336,0
u105881,0
u105717,0
u106751,0
u107553,0
u104112,0
u108647,1
u107230,0
u106414,0
u104401,0
u105818,0
u103206,0
u108475,1
u104989,0
u105728,0
u107671,0
u103298,0
u103457,0
u101023,0
u104928,0
u107017,0
u107317,0
u106409,0
u106994,0
u103014,0
u105624,0
u103007,0
u107412,0
u106392,0
u101744,0
u105113,0
u104999,0
u102095,0
u107256,0
u108860,1
u103875,0
u108080,1
u104206,0
u106939,0
u103730,0
u102199,0
u103657,0
u106914,0
u101600,0
u105691,0
u102899,0
u107418,0
u103184,0
u103067,0
u102950,0
u108035,1
u105613,0
u106573,0
u102589,0
u101186,0
u104561,0
u102480,0
u105435,0
u105449,0
u108269,1
u106091,0
u102615,0
u101779,0
u105055,0
u104660,0
u107544,0
u103957,0
u101214,0
u104451,0
u108073,1
u107369,0
u105759,0
u107604,0
u105969,0
u102581,0
u106702,0
u102228,0
u107479,0
u105920,0
u104302,0
u103392,0
u106139,0
u103386,0
u108021,1
u103863,0
u102669,0
u101028,0
u106106,0
u106235,0
u107760,0
u105892,0
u105013,0
u104305,0
u105687,0
u102624,0
u106054,0
u107380,0
u103349,0
u101030,0
u101989,0
u101072,0
u106690,0
u106535,0
u108909,1
u107600,0
u105108,0
u104913,0
u106755,0
u106541,0
u101167,0
u102838,0
u108743,1
u106885,0
u103901,0
u102706,0
u102897,0
u105048,0
u104488,0
u106688,0
u102913,0
u108331,1
u106603,0
u101424,0
u105978,0
u104484,0
u103161,0
u101248,0
u108913,1
u103808,0
u108054,1
u104356,0
u105017,0
u104035,0
u105526,0
u104818,0
u106168,0
u106208,0
u102249,0
u106502,0
u106715,0
u103979,0
u105826,0
u107379,0
u101185,0
u102809,0
u103646,0
u104390,0
u101027,0
u104592,0
u106408,0
u101097,0
u108349,1
u105146,0
u105519,0
u102637,0
u101227,0
u103026,0
u107512,0
u107704,0
u103116,0
u106128,0
u107790,0
u101235,0
u108018,1
u105896,0
u104153,0
u104568,0
u102625,0
u105168,0
u104673,0
u107271,0
u101270,0
u102566,0
u106384,0
u106170,0
u103690,0
u108421,1
u104419,0
u103370,0
u103946,0
u106506,0
u101367,0
u107423,0
u102659,0
u106182,0
u102007,0
u103052,0
u102258,0
u101792,0
u101764,0
u106071,0
u105100,0
u101668,0
u106205,0
u102909,0
u101851,0
u104791,0
u107231,0
u101844,0
u101971,0
u106728,0
u106083,0
u107629,0
u108692,1
u103698,0
u107409,0
u101545,0
u104073,0
u104347,0
u103079,0
u106933,0
u107916,0
u106505,0
u108902,1
u101832,0
u105372,0
u106307,0
u106335,0
u103651,0
u103170,0
u103640,0
u105706,0
u107963,0
u103175,0
u101338,0
u105948,0
u106765,0
u108219,1
u107850,0
u107361,0
u101996,0
u103930,0
u105370,0
u106531,0
u104188,0
u104976,0
u107329,0
u104986,0
u105890,0
u103078,0
u101596,0
u104452,0
u107114,0
u102778,0
u102591,0
u104362,0
u105723,0
u107134,0
u105812,0
u108444,1
u101987,0
u101749,0
u101261,0
u101802,0
u107057,0
u105605,0
u108812,1
u106300,0
u102165,0
u108868,1
u104203,0
u104385,0
u107525,0
u101402,0
u105127,0
u103996,0
u107570,0
u108826,1
u101726,0
u106272,0
u107352,0
u103472,0
u107669,0
u101115,0
u106011,0
u103426,0
u105399,0
u105063,0
u101617,0
u103149,0
u107107,0
u101558,0
u107241,0
u107622,0
u105397,0
u107564,0
u108950,1
u106784,0
u107620,0
u107773,0
u107137,0
u103895,0
u106214,0
u108905,1
u106856,0
u107372,0
u107041,0
u102621,0
u106649,0
u106594,0
u107846,0
u106069,0
u101847,0
u105320,0
u105392,0
u103230,0
u102995,0
u103463,0
u104565,0
u103680,0
u103441,0
u108566,1
u106807,0
u102390,0
u102240,0
u106997,0
u108103,1
u106746,0
u101833,0
u106012,0
u103411,0
u107973,0
u103443,0
u108439,1
u106882,0
u103748,0
u108559,1
u102422,0
u107302,0
u106754,0
u107964,0
u104528,0
u105490,0
u101309,0
u105943,0
u104512,0
u106714,0
u107045,0
u105582,0
u108897,1
u104851,0
u103291,0
u105238,0
u104599,0
u106657,0
u108114,1
u101483,0
u101651,0
u104094,0
u103627,0
u105895,0
u103047,0
u105275,0
u107864,0
u105102,0
u103642,0
u106245,0
u101701,0
u103367,0
u101541,0
u103072,0
u106616,0
u102886,0
u102087,0
u103512,0
u104125,0
u107799,0
u102058,0
u107787,0
u106185,0
u101533,0
u103261,0
u106315,0
u107968,0
u106172,0
u101247,0
u103797,0
u104939,0
u107526,0
u108640,1
u103464,0
u102455,0
u108584,1
u107617,0
u105683,0
u101194,0
u105910,0
u103353,0
u103776,0
u105429,0
u105224,0
u104127,0
u108006,1
u103125,0
u101535,0
u101480,0
u108544,1
u106762,0
u105432,0
u101523,0
u108492,1
u101388,0
u108871,1
u104679,0
u106066,0
u102663,0
u104515,0
u101689,0
u107063,0
u103258,0
u106194,0
u104450,0
u102781,0
u103630,0
u104914,0
u105088,0
u105869,0
u102090,0
u106716,0
u103262,0
u102645,0
u106987,0
u102069,0
u106544,0
u101852,0
u107397,0
u104053,0
u103632,0
u104082,0
u107047,0
u101299,0
u104837,0
u108496,1
u101291,0
u104400,0
u104163,0
u104686,0
u102508,0
u107584,0
u108069,1
u102344,0
u101861,0
u101490,0
u103409,0
u108316,1
u101442,0
u101362,0
u102104,0
u101828,0
u108770,1
u107136,0
u108690,1
u107179,0
u108795,1
u108402,1
u104091,0
u103480,0
u103496,0
u104538,0
u101962,0
u106634,0
u102031,0
u104616,0
u104448,0
u103341,0
u108345,1
u104925,0
u105604,0
u107927,0
u104095,0
u104135,0
u102693,0
u108663,1
u107713,0
u104981,0
u108435,1
u107585,0
u107112,0
u107568,0
u104000,0
u101389,0
u102387,0
u105506,0
u106053,0
u104237,0
u101056,0
u105411,0
u104407,0
u102407,0
u103403,0
u103687,0
u105838,0
u106254,0
u107759,0
u108419,1
u103529,0
u101992,0
u108117,1
u101105,0
u107070,0
u106539,0
u106481,0
u107518,0
u107696,0
u104923,0
u102008,0
u108975,1
u107940,0
u107094,0
u105686,0
u102605,0
u104489,0
u104503,0
u107292,0
u101121,0
u106730,0
u103235,0
u104242,0
u101359,0
u108974,1
u102969,0
u105242,0
u108527,1
u108543,1
u102225,0
u104278,0
u104016,0
u102796,0
u103708,0
u106386,0
u102662,0
u101310,0
u107251,0
u108029,1
u102748,0
u101975,0
u105360,0
u108817,1
u107214,0
u101142,0
u107102,0
u108957,1
u102789,0
u107890,0
u106668,0
u101907,0
u107103,0
u108553,1
u104795,0
u106554,0
u102212,0
u108501,1
u108369,1
u101974,0
u106016,0
u107640,0
u102882,0
u105599,0
u104678,0
u106282,0
u108328,1
u103709,0
u102583,0
u106063,0
u104539,0
u108116,1
u102487,0
u102412,0
u107901,0
u101496,0
u108149,1
u108214,1
u102052,0
u103876,0
u101391,0
u102533,0
u108266,1
u102892,0
u102401,0
u108301,1
u105341,0
u101592,0
u101620,0
u107290,0
u103948,0
u102339,0
u104842,0
u108840,1
u104393,0
u107457,0
u106483,0
u104294,0
u103113,0
u106159,0
u106329,0
u101901,0
u107481,0
u102307,0
u104411,0
u108057,1
u107698,0
u101208,0
u102991,0
u102068,0
u105935,0
u108519,1
u106394,0
u103967,0
u105093,0
u102012,0
u108903,1
u107987,0
u105916,0
u108019,1
u102152,0
u106184,0
u101015,0
u105959,0
u102543,0
u104402,0
u108811,1
u108992,1
u104002,0
u107673,0
u108026,1
u106824,0
u102185,0
u103747,0
u105623,0
u107472,0
u103554,0
u107193,0
u105230,0
u102187,0
u103605,0
u103766,0
u107346,0
u107003,0
u107478,0
u102099,0
u105183,0
u104143,0
u105681,0
u101503,0
u107780,0
u101531,0
u107903,0
u102275,0
u105106,0
u104716,0
u103434,0
u103489,0
u101360,0
u107587,0
u105021,0
u105374,0
u106444,0
u104579,0
u101481,0
u106161,0
u107810,0
u107547,0
u103789,0
u106996,0
u104155,0
u101557,0
u106696,0
u102800,0
u101743,0
u102835,0
u107641,0
u107155,0
u107576,0
u107266,0
u103949,0
u102338,0
u108580,1
u102667,0
u106033,0
u104892,0
u106259,0
u106160,0
u108478,1
u108490,1
u103373,0
u104786,0
u107506,0
u104844,0
u108128,1
u106650,0
u107021,0
u108940,1
u105715,0
u105799,0
u102175,0
u105632,0
u106651,0
u108227,1
u101465,0
u107401,0
u101050,0
u107631,0
u102962,0
u102989,0
u106860,0
u107158,0
u106681,0
u107726,0
u108590,1
u103525,0
u108785,1
u106344,0
u101189,0
u101930,0
u102540,0
u106052,0
u108956,1
u104464,0
u107434,0
u102742,0
u104871,0
u105210,0
u104383,0
u107562,0
u105707,0
u107288,0
u103933,0
u103300,0
u108661,1
u107482,0
u108856,1
u105544,0
u105038,0
u107887,0
u108879,1
u104501,0
u103405,0
u106465,0
u104189,0
u102322,0
u106530,0
u107806,0
u104518,0
u103791,0
u102180,0
u104216,0
u101298,0
u102980,0
u101378,0
u108254,1
u108310,1
u105511,0
u101369,0
u106776,0
u101051,0
u101814,0
u105174,0
u103306,0
u108591,1
u103728,0
u104075,0
u108398,1
u103912,0
u108896,1
u101835,0
u108151,1
u101134,0
u108621,1
u105261,0
u108355,1
u104590,0
u103006,0
u107078,0
u101785,0
u107560,0
u105159,0
u103975,0
u105831,0
u102954,0
u103365,0
u105305,0
u104031,0
u106088,0
u107279,0
u102806,0
u105111,0
u103798,0
u103597,0
u104306,0
u102728,0
u105570,0
u105228,0
u106630,0
u105401,0
u107450,0
u102526,0
u101222,0
u103786,0
u106700,0
u102793,0
u105752,0
u106437,0
u102671,0
u108709,1
u105944,0
u107651,0
u105868,0
u108862,1
u102079,0
u108549,1
u101331,0
u101675,0
u108851,1
u107425,0
u102353,0
u108271,1
u103295,0
u108972,1
u104151,0
u107882,0
u104193,0
u104710,0
u104140,0
u107718,0
u108072,1
u107982,0
u104025,0
u105322,0
u102243,0
u103533,0
u106971,0
u106462,0
u102869,0
u103180,0
u102915,0
u101353,0
u101033,0
u105584,0
u103042,0
u105751,0
u108055,1
u105699,0
u106788,0
u106708,0
u108973,1
u108777,1
u105419,0
u103702,0
u103323,0
u102827,0
u103981,0
u108767,1
u105810,0
u105865,0
u106455,0
u107536,0
u103958,0
u103886,0
u101795,0
u101884,0
u107378,0
u105600,0
u104855,0
u103924,0
u103855,0
u106521,0
u105368,0
u105491,0
u105661,0
u103051,0
u102862,0
u102481,0
u102105,0
u103246,0
u102912,0
u106350,0
u106110,0
u104277,0
u104202,0
u101403,0
u102792,0
u108432,1
u108075,1
u103547,0
u105674,0
u108358,1
u101187,0
u106906,0
u103970,0
u103878,0
u104408,0
u103119,0
u104879,0
u106021,0
u102140,0
u102128,0
u103167,0
u105249,0
u104375,0
u102527,0
u106471,0
u101445,0
u106673,0
u106523,0
u108551,1
u107579,0
u107920,0
u102053,0
u102884,0
u104694,0
u108962,1
u106608,0
u104991,0
u103586,0
u102314,0
u108418,1
u102300,0
u107655,0
u108727,1
u101474,0
u103118,0
u107410,0
u106770,0
u102246,0
u102563,0
u106320,0
u105270,0
u107013,0
u105863,0
u105207,0
u107784,0
u102749,0
u102647,0
u104783,0
u105928,0
u102206,0
u106836,0
u101264,0
u101326,0
u107333,0
u105744,0
u108368,1
u106732,0
u107706,0
u106694,0
u104721,0
u108721,1
u104404,0
u107860,0
u101102,0
u105798,0
u107384,0
u105579,0
u105256,0
u108731,1
u103393,0
u104968,0
u102923,0
u102881,0
u102584,0
u103920,0
u103647,0
u108265,1
u103455,0
u102215,0
u103095,0
u101327,0
u104577,0
u107349,0
u106166,0
u103127,0
u103945,0
u108874,1
u108588,1
u101933,0
u101395,0
u104750,0
u104946,0
u107376,0
u103543,0
u102619,0
u101927,0
u101887,0
u102497,0
u108984,1
u102205,0
u108833,1
u102167,0
u108319,1
u106484,0
u104571,0
u107033,0
u103214,0
u104754,0
u102257,0
u107096,0
u101686,0
u103476,0
u105407,0
u101164,0
u104594,0
u104726,0
u101267,0
u103082,0
u108453,1
u104493,0
u102823,0
u105393,0
u102501,0
u102135,0
u105479,0
u104578,0
u102260,0
u105163,0
u103469,0
u102554,0
u106413,0
u105964,0
u107197,0
u108220,1
u107283,0
u104841,0
u108226,1
u101426,0
u106904,0
u102790,0
u102323,0
u102984,0
u108587,1
u105026,0
u105408,0
u108738,1
u105084,0
u104257,0
u107239,0
u103537,0
u101917,0
u103695,0
u102244,0
u101548,0
u101528,0
u102034,0
u103362,0
u101536,0
u108320,1
u107028,0
u101441,0
u105559,0
u108960,1
u101377,0
u107739,0
u101587,0
u107836,0
u105272,0
u104992,0
u106937,0
u101357,0
u101238,0
u107371,0
u107005,0
u102127,0
u106522,0
u107664,0
u106042,0
u103865,0
u108422,1
u104137,0
u102294,0
u102699,0
u102073,0
u103017,0
u107059,0
u106626,0
u107595,0
u108970,1
u105619,0
u107904,0
u106187,0
u103366,0
u106430,0
u105795,0
u105155,0
u107774,0
u105266,0
u106368,0
u105173,0
u107204,0
u108004,1
u107885,0
u106907,0
u104517,0
u102460,0
u101457,0
u103192,0
u104424,0
u108299,1
u104122,0
u106794,0
u102994,0
u105669,0
u102173,0
u105857,0
u106514,0
u104613,0
u108285,1
u104149,0
u108998,1
u101200,0
u102617,0
u106401,0
u106144,0
u103200,0
u105346,0
u106840,0
u103507,0
u102648,0
u103542,0
u104805,0
u104333,0
u105997,0
u107653,0
u102494,0
u102391,0
u107145,0
u108961,1
u101434,0
u102503,0
u106759,0
u102816,0
u104580,0
u101133,0
u108556,1
u102891,0
u107264,0
u107996,0
u108579,1
u102698,0
u104963,0
u108287,1
u104500,0
u102682,0
u108919,1
u104707,0
u106020,0
u105244,0
u107144,0
u106596,0
u105330,0
u102515,0
u106871,0
u101168,0
u101407,0
u101679,0
u106090,0
u105099,0
u107879,0
u101018,0
u104007,0
u101161,0
u103431,0
u101742,0
u104152,0
u102996,0
u106644,0
u106798,0
u103248,0
u103700,0
u106566,0
u105848,0
u108405,1
u108498,1
u103203,0
u101157,0
u102117,0
u103587,0
u102590,0
u103608,0
u108459,1
u108495,1
u102768,0
u104069,0
u108410,1
u103174,0
u106748,0
u103225,0
u104221,0
u104685,0
u102779,0
u108521,1
u106832,0
u101420,0
u105622,0
u102610,0
u108415,1
u107011,0
u105840,0
u105933,0
u103324,0
u105907,0
u107548,0
u103474,0
u107979,0
u105595,0
u105654,0
u106385,0
u102509,0
u105636,0
u104427,0
u104054,0
u107632,0
u105269,0
u108224,1
u107235,0
u105951,0
u106808,0
u102702,0
u101993,0
u107373,0
u101960,0
u103012,0
u103696,0
u103843,0
u103436,0
u102546,0
u107494,0
u103872,0
u106125,0
u105172,0
u105899,0
u103097,0
u105431,0
u103470,0
u101285,0
u104071,0
u101882,0
u104290,0
u105296,0
u108487,1
u108728,1
u107330,0
u106117,0
u102908,0
u107026,0
u108564,1
u108407,1
u104418,0
u103318,0
u106721,0
u105151,0
u108830,1
u105942,0
u107928,0
u108411,1
u106215,0
u105705,0
u108752,1
u105611,0
u104259,0
u101258,0
u101876,0
u102542,0
u107634,0
u108322,1
u103240,0
u102103,0
u102943,0
u107060,0
u108028,1
u101404,0
u106402,0
u105219,0
u108145,1
u107086,0
u106102,0
u101356,0
u108658,1
u105606,0
u107462,0
u105672,0
u103068,0
u105323,0
u104631,0
u108176,1
u102373,0
u103880,0
u105762,0
u107370,0
u107918,0
u101190,0
u106978,0
u108192,1
u102316,0
u105688,0
u105092,0
u105439,0
u102839,0
u104741,0
u108999,1
u102262,0
u106683,0
u101031,0
u102940,0
u104085,0
u101354,0
u105423,0
u103778,0
u102153,0
u106497,0
u101090,0
u102608,0
u103217,0
u107207,0
u103545,0
u106485,0
u108687,1
u101019,0
u101070,0
u105019,0
u101124,0
u104884,0
u101704,0
u105476,0
u101423,0
u107295,0
u108133,1
u104647,0
u106595,0
u104698,0
u106834,0
u106447,0
u104012,0
u106724,0
u105382,0
u105590,0
u102424,0
u104413,0
u102820,0
u108781,1
u101673,0
u101322,0
u101325,0
u108119,1
u103484,0
u104695,0
u107421,0
u107767,0
u103311,0
u103604,0
u105494,0
u108268,1
u104815,0
u106758,0
u107023,0
u106911,0
u107074,0
u108164,1
u101677,0
u106222,0
u102080,0
u106929,0
u107705,0
u103873,0
u101585,0
u108786,1
u103321,0
u104831,0
u107039,0
u108212,1
u104296,0
u105572,0
u101709,0
u105930,0
u106460,0
u105898,0
u105124,0
u103649,0
u103136,0
u102538,0
u104303,0
u104785,0
u106653,0
u106295,0
u106330,0
u102537,0
u102319,0
u108023,1
u102850,0
u105970,0
u106440,0
u108181,1
u105442,0
u104057,0
u106976,0
u108601,1
u106559,0
u105328,0
u108361,1
u107605,0
u103644,0
u103877,0
u107055,0
u104560,0
u104397,0
u107681,0
u106890,0
u107429,0
u103329,0
u107108,0
u104109,0
u106951,0
u105878,0
u104098,0
u106482,0
u102183,0
u101540,0
u108987,1
u103720,0
u107247,0
u102523,0
u102939,0
u103828,0
u104934,0
u108272,1
u108292,1
u104088,0
u102369,0
u102376,0
u105007,0
u108217,1
u106472,0
u107514,0
u107685,0
u107294,0
u103612,0
u101669,0
u108350,1
u107240,0
u102753,0
u108394,1
u102352,0
u104905,0
u108822,1
u104087,0
u103685,0
u107943,0
u108859,1
u101192,0
u106543,0
u106691,0
u108013,1
u104175,0
u102496,0
u101923,0
u102810,0
u108626,1
u104700,0
u105082,0
u106442,0
u103102,0
u107722,0
u104240,0
u104395,0
u102799,0
u104569,0
u103129,0
u101408,0
u101959,0
u105377,0
u102097,0
u102947,0
u104537,0
u101854,0
u104394,0
u102998,0
u101236,0
u101323,0
u101890,0
u106201,0
u101711,0
u106910,0
u108644,1
u108341,1
u107892,0
u104833,0
u107630,0
u101643,0
u105746,0
u106870,0
u105188,0
u101271,0
u102769,0
u107438,0
u105424,0
u106171,0
u104911,0
u102342,0
u103648,0
u104055,0
u108714,1
u105949,0
u104423,0
u104709,0
u103894,0
u101810,0
u105836,0
u108466,1
u106124,0
u105227,0
u108356,1
u105502,0
u102112,0
u107461,0
u102064,0
u105500,0
u103237,0
u108750,1
u102490,0
u105444,0
u101384,0
u107535,0
u106312,0
u103738,0
u106157,0
u107399,0
u103663,0
u101329,0
u102983,0
u104762,0
u107857,0
u106540,0
u107468,0
u101396,0
u104896,0
u107922,0
u106878,0
u108977,1
u104978,0
u101915,0
u105415,0
u107714,0
u102935,0
u105578,0
u101542,0
u105134,0
u103907,0
u102318,0
u106562,0
u101011,0
u102006,0
u104790,0
u101204,0
u105309,0
u107869,0
u102021,0
u108708,1
u107756,0
u101818,0
u106693,0
u107328,0
u108025,1
u102681,0
u102311,0
u104513,0
u101449,0
u104873,0
u103701,0
u102088,0
u103664,0
u102189,0
u103581,0
u101970,0
u103792,0
u107813,0
u106468,0
u103785,0
u108784,1
u103181,0
u105911,0
u101195,0
u103040,0
u106915,0
u102564,0
u105096,0
u105472,0
u108568,1
u104201,0
u101560,0
u108337,1
u101233,0
u108005,1
u101695,0
u106059,0
u102875,0
u105112,0
u104052,0
u104321,0
u102050,0
u107829,0
u101498,0
u104584,0
u107255,0
u101564,0
u106516,0
u107747,0
u106297,0
u103145,0
u108275,1
u104888,0
u102251,0
u102535,0
u106582,0
u106135,0
u107417,0
u107276,0
u107786,0
u103333,0
u103259,0
u102293,0
u108324,1
u106862,0
u107558,0
u105528,0
u102677,0
u101366,0
u103656,0
u103094,0
u102324,0
u108059,1
u105675,0
u106210,0
u101881,0
u105566,0
u102436,0
u101945,0
u104471,0
u108599,1
u106850,0
u105549,0
u101699,0
u106504,0
u108932,1
u104761,0
u105712,0
u107356,0
u105383,0
u104160,0
u107297,0
u103398,0
u108842,1
u102510,0
u103935,0
u107475,0
u108633,1
u107184,0
u107195,0
u106089,0
u105850,0
u106660,0
u105012,0
u101152,0
u102004,0
u107935,0
u104633,0
u103633,0
u107599,0
u101374,0
u108854,1
u107287,0
u107489,0
u107242,0
u107619,0
u107730,0
u103150,0
u103832,0
u104676,0
u106276,0
u103062,0
u101059,0
u103899,0
u103050,0
u106322,0
u106698,0
u108375,1
u101672,0
u103783,0
u106556,0
u104919,0
u102288,0
u101883,0
u105682,0
u103358,0
u102854,0
u108560,1
u104742,0
u104882,0
u107324,0
u107350,0
u103124,0
u107884,0
u108651,1
u103897,0
u108082,1
u105503,0
u102732,0
u101328,0
u104504,0
u105650,0
u108769,1
u101977,0
u104210,0
u101383,0
u103185,0
u106629,0
u108762,1
