uid,articles
u102828,"[7450, 7532, 5298, 6155, 6624, 488428]"
u108267,"[3363, 3063, 1797, 1562, 1558, 321916]"
u106611,"[322407, 322599, 322803, 323281, 323866, 1277]"
u101031,"[7579, 5234, 5525, 7206, 6442, 488357]"
u107365,"[323262, 323500, 324239, 322646, 322881, 471973]"
u108422,"[1658, 1483, 2847, 1592, 2799, 324572]"
u106252,"[323491, 323637, 323784, 322622, 322049, 898]"
u102286,"[5310, 5003, 7633, 7327, 7083, 513187]"
u101750,"[7130, 6910, 7589, 5391, 6848, 487591]"
u103044,"[322347, 323652, 324171, 323485, 322495, 474201]"
u102533,"[5777, 5600, 6546, 7311, 5009, 512652]"
u108292,"[2139, 2547, 2543, 2284, 1025, 323032]"
u104070,"[324390, 323988, 323904, 324293, 323047, 511464]"
u104784,"[324652, 324151, 322615, 324172, 322833, 472972]"
u106410,"[322804, 324565, 322495, 324747, 322343, 947]"
u102165,"[5464, 5702, 6166, 5460, 5957, 513117]"
u101821,"[5808, 4969, 5455, 7660, 6506, 486932]"
u107663,"[322385, 323480, 322738, 323319, 323423, 470990]"
u104944,"[322787, 321896, 322287, 322674, 324582, 518472]"
u103388,"[322996, 324454, 68, 324431, 322888, 532202]"
u102198,"[5326, 5009, 5582, 6238, 6016, 513090]"
u102897,"[5611, 6662, 6489, 5644, 5732, 511409]"
u106896,"[323983, 323147, 322265, 324458, 323101, 2837]"
u102761,"[7203, 5205, 6985, 7291, 6141, 513168]"
u105791,"[293379, 294746, 295298, 293284, 293773, 674]"
u106746,"[323124, 323047, 323569, 322677, 323901, 2839]"
u106514,"[323244, 322885, 322897, 322507, 322755, 687]"
u103515,"[324108, 324563, 324744, 322911, 323121, 531916]"
u103484,"[323592, 324230, 323679, 68, 323039, 532326]"
u101641,"[7737, 7775, 6703, 6488, 6593, 487317]"
u103704,"[322481, 323816, 323053, 323941, 323051, 473294]"
u102189,"[5685, 7768, 6182, 5381, 5343, 488140]"
u102016,"[7230, 6865, 7503, 7338, 7816, 495314]"
u107078,"[323125, 323379, 321968, 323211, 322761, 471079]"
u108660,"[2293, 2178, 2469, 1380, 3161, 323960]"
u108106,"[594, 2123, 925, 1460, 1556, 323708]"
u101503,"[5949, 7173, 6295, 6577, 5022, 512907]"
u106507,"[323368, 321902, 324320, 324471, 322545, 2579]"
u103004,"[324127, 324248, 323885, 322082, 324635, 472960]"
u104951,"[323671, 324636, 321851, 77, 323935, 519873]"
u108785,"[1292, 1456, 1057, 1247, 981, 322336]"
u106586,"[322385, 323644, 324746, 322379, 323492, 3410]"
u104105,"[323851, 322689, 322999, 324670, 322514, 517515]"
u108077,"[2626, 3267, 3442, 1688, 3431, 322941]"
u101411,"[7359, 6430, 5002, 6423, 7018, 495398]"
u103433,"[321871, 322214, 322557, 324300, 323123, 472517]"
u107934,"[324495, 322205, 323569, 324291, 324514, 470522]"
u107058,"[323562, 322586, 323280, 323760, 322053, 471253]"
u107740,"[322859, 322260, 101, 322718, 322038, 471599]"
u102305,"[7348, 6045, 7597, 6443, 6632, 495419]"
u103735,"[322522, 324516, 322994, 322104, 323119, 473656]"
u106428,"[322357, 322647, 324050, 324209, 322177, 1957]"
u101852,"[6163, 6844, 5759, 6372, 5065, 487112]"
u107175,"[323513, 323875, 323244, 322123, 323450, 471161]"
u101723,"[6952, 6941, 5856, 7148, 5225, 488432]"
u105350,"[295201, 295050, 295040, 293248, 294156, 2680]"
u107600,"[324577, 322996, 323089, 323688, 323450, 474971]"
u107534,"[323904, 324462, 324208, 323121, 323632, 460]"
u105741,"[293505, 294900, 293460, 294132, 292847, 2928]"
u103680,"[323481, 322257, 323774, 323145, 324136, 472798]"
u101166,"[6132, 7512, 6099, 5180, 7003, 513333]"
u105911,"[295228, 294705, 293711, 293829, 293698, 2310]"
u104608,"[324505, 323847, 61, 324672, 322625, 532406]"
u104376,"[324571, 322480, 322012, 324000, 323144, 529905]"
u102809,"[7609, 6007, 5012, 6054, 7547, 513253]"
u102395,"[6595, 5505, 6176, 5973, 6441, 511459]"
u106588,"[322386, 323922, 322528, 322620, 322729, 2145]"
u102372,"[7866, 5606, 5337, 5658, 6792, 487583]"
u107741,"[323988, 322429, 322613, 322371, 322019, 474296]"
u108010,"[3328, 2816, 2496, 1109, 2815, 322937]"
u105686,"[294280, 294298, 294343, 293372, 293943, 1252]"
u106540,"[322678, 324313, 323242, 324010, 323724, 1319]"
u102602,"[7806, 7011, 5183, 6514, 5730, 488304]"
u106723,"[322965, 324526, 322875, 323605, 323048, 2682]"
u106649,"[323127, 323844, 57, 323040, 323385, 3485]"
u104816,"[322536, 323556, 323729, 322603, 323643, 473426]"
u102889,"[6217, 5101, 6918, 6650, 7227, 511365]"
u101878,"[4903, 6187, 6537, 7832, 6604, 512810]"
u103267,"[323762, 323726, 322345, 322609, 324037, 472510]"
u103684,"[323708, 323197, 324088, 322778, 322216, 473072]"
u104034,"[323745, 323374, 323385, 322993, 324576, 474006]"
u105893,"[293246, 294258, 292734, 293843, 293399, 2736]"
u106701,"[322967, 322519, 323482, 323376, 323570, 988]"
u104612,"[324159, 323893, 323864, 324602, 323858, 474113]"
u108578,"[1933, 3409, 1950, 2886, 1349, 323767]"
u101079,"[6511, 6306, 5330, 4968, 6554, 487917]"
u105684,"[295120, 293606, 294569, 290238, 294001, 2823]"
u102421,"[7636, 6997, 4948, 5065, 5486, 513263]"
u107347,"[323820, 323148, 322260, 324101, 323385, 474348]"
u102521,"[7111, 7498, 6241, 7387, 5018, 495298]"
u103213,"[321924, 323852, 323143, 324231, 323928, 473293]"
u103011,"[324030, 322455, 323399, 324504, 322659, 513574]"
u107872,"[321947, 322845, 322272, 322087, 322734, 474882]"
u104931,"[321932, 321890, 324545, 322819, 323729, 473081]"
u101804,"[7188, 5569, 6767, 6533, 5781, 487675]"
u107904,"[322280, 324583, 322787, 322721, 322776, 471759]"
u106435,"[322569, 321873, 323396, 322167, 323204, 3213]"
u108532,"[2662, 2645, 1614, 706, 2264, 322920]"
u107194,"[324494, 321994, 324159, 324517, 324409, 470422]"
u106239,"[324469, 46, 323477, 322167, 4, 1174]"
u105596,"[293296, 295209, 290125, 294606, 294133, 3434]"
u107424,"[323667, 322528, 322709, 323427, 324518, 471296]"
u101508,"[5785, 7130, 5667, 5912, 5968, 488107]"
u105611,"[292928, 293818, 293835, 292739, 21, 762]"
u108029,"[1386, 3414, 2853, 1619, 1588, 322973]"
u105427,"[290218, 293201, 294876, 294606, 292879, 2204]"
u105169,"[293854, 293465, 293988, 295307, 293781, 1992]"
u104907,"[324617, 322264, 323093, 324312, 324265, 520179]"
u106337,"[322417, 323626, 323750, 324585, 322324, 916]"
u104767,"[322634, 322494, 324274, 322590, 322492, 530400]"
u108853,"[2804, 855, 740, 2111, 3121, 322557]"
u105175,"[295324, 294880, 293375, 292628, 293649, 1945]"
u102194,"[5747, 4959, 6476, 5004, 7472, 512789]"
u105866,"[293348, 292651, 294083, 294967, 295276, 869]"
u106190,"[322191, 323220, 322887, 322296, 321949, 1668]"
u101899,"[6967, 7123, 7256, 6006, 7342, 488111]"
u107229,"[323386, 322806, 324725, 323306, 323225, 474641]"
u101356,"[7179, 5566, 7537, 6933, 5972, 513114]"
u103012,"[322386, 324252, 321962, 323894, 323771, 531928]"
u105836,"[292914, 293892, 294533, 293283, 294621, 1665]"
u103322,"[323105, 322914, 322990, 322380, 322208, 473546]"
u101437,"[6306, 5971, 7168, 7413, 5436, 487917]"
u107189,"[322859, 322992, 323907, 324714, 323335, 474975]"
u105584,"[293542, 294001, 293471, 294076, 295354, 2276]"
u104710,"[323154, 324658, 322496, 322715, 323268, 473688]"
u105541,"[294341, 293820, 292806, 292885, 290042, 1005]"
u107944,"[323845, 322124, 321913, 324063, 322024, 471066]"
u107714,"[323880, 324749, 322225, 324151, 322149, 471765]"
u105409,"[293922, 295021, 292861, 294517, 293844, 1942]"
u103849,"[323791, 56, 322050, 323608, 324285, 473977]"
u102412,"[7547, 5567, 7859, 7852, 5255, 488115]"
u101319,"[7728, 7849, 5456, 6122, 7684, 513286]"
u102367,"[6544, 7262, 6341, 6109, 6987, 487218]"
u101665,"[6572, 6962, 4986, 5743, 7136, 495221]"
u106408,"[322217, 323923, 323839, 322937, 323778, 1747]"
u106968,"[324556, 323057, 78, 324453, 322941, 2327]"
u107198,"[324710, 322970, 322124, 323956, 322841, 474444]"
u107879,"[324684, 322500, 323032, 323098, 324073, 471906]"
u102120,"[7202, 7678, 5739, 6606, 5608, 511327]"
u103282,"[322985, 324040, 323016, 322504, 322210, 533241]"
u103435,"[324064, 322620, 322951, 323071, 324353, 473864]"
u108888,"[1204, 3171, 2671, 1464, 2501, 324050]"
u106664,"[323899, 324757, 323695, 323461, 89, 2153]"
u101265,"[6846, 5714, 7840, 7875, 5208, 487148]"
u102751,"[6603, 7579, 6400, 5160, 5612, 487720]"
u104633,"[323934, 322067, 321850, 324561, 322064, 474115]"
u106328,"[322571, 324392, 323625, 323546, 324148, 2812]"
u105219,"[293307, 294453, 294004, 293247, 293774, 2453]"
u108626,"[2324, 2934, 638, 2790, 1518, 323457]"
u104289,"[322897, 323217, 322125, 323267, 323909, 473037]"
u105073,"[293686, 294301, 293472, 293457, 294107, 2316]"
u101222,"[7717, 6444, 6371, 7111, 7069, 495234]"
u101863,"[6682, 5482, 7164, 7821, 5507, 511297]"
u106114,"[323150, 322629, 324653, 74, 322286, 1140]"
u103550,"[323913, 323038, 322208, 323008, 322710, 472458]"
u101143,"[6570, 7357, 7041, 6454, 7089, 512810]"
u107795,"[323575, 321920, 323136, 322802, 323977, 474535]"
u101335,"[7698, 7005, 7468, 5399, 7068, 488407]"
u105800,"[295166, 294146, 294061, 294635, 293369, 1910]"
u101677,"[7754, 5167, 5833, 6627, 7669, 512834]"
u107799,"[324083, 323791, 322058, 323623, 321864, 474462]"
u107219,"[323939, 323820, 324433, 323377, 321911, 471286]"
u106086,"[322736, 323243, 324727, 324381, 323885, 1708]"
u106274,"[323799, 324208, 324292, 323464, 322762, 3197]"
u103577,"[322426, 322348, 322241, 322051, 323231, 523332]"
u107536,"[323698, 35, 322563, 324134, 323765, 202]"
u106443,"[323321, 323995, 322199, 322621, 323272, 3011]"
u102890,"[6402, 6829, 7003, 6178, 6919, 488419]"
u104642,"[323058, 323770, 323092, 324285, 323166, 533538]"
u105500,"[290080, 292639, 293002, 294609, 293733, 636]"
u107737,"[323792, 324008, 321943, 322359, 321905, 189]"
u108485,"[1489, 1160, 3360, 1628, 1667, 323251]"
u108303,"[1888, 3140, 3133, 1787, 3559, 324039]"
u103820,"[322790, 322464, 323873, 322118, 323643, 520287]"
u105422,"[294982, 295124, 292757, 292916, 293452, 3446]"
u107525,"[324077, 322832, 324057, 323323, 321849, 471060]"
u106285,"[324105, 322934, 324064, 322718, 322123, 817]"
u103666,"[323828, 324137, 323765, 323777, 322136, 531707]"
u104481,"[322032, 322912, 322031, 322252, 323837, 473854]"
u101777,"[6040, 7334, 7058, 7463, 6255, 512904]"
u101676,"[7367, 7866, 7424, 7359, 6194, 488003]"
u105476,"[293328, 295360, 294895, 292808, 293020, 1409]"
u107929,"[323647, 323558, 321845, 323129, 321920, 472065]"
u107708,"[323450, 324635, 323337, 324541, 323650, 471788]"
u105392,"[293220, 294275, 294729, 293882, 294883, 3168]"
u108425,"[2998, 1562, 2925, 1776, 3021, 322841]"
u106214,"[48, 321994, 324613, 322206, 324543, 1053]"
u103289,"[324744, 322029, 323616, 323036, 324479, 513347]"
u107818,"[322077, 322850, 62, 323876, 322395, 472049]"
u104132,"[322177, 321978, 324116, 324237, 324261, 532556]"
u105464,"[294573, 294196, 290160, 295226, 293189, 1549]"
u106794,"[322750, 323490, 324707, 323777, 322501, 3230]"
u107510,"[323302, 324601, 323464, 322292, 322890, 474921]"
u103407,"[323699, 322455, 323455, 323664, 323655, 472604]"
u101596,"[5857, 7231, 6546, 5477, 5880, 495434]"
u107355,"[322911, 323439, 323533, 323549, 324552, 474429]"
u104549,"[322149, 324301, 321953, 322285, 324187, 513569]"
u102340,"[7265, 5454, 7328, 6454, 6591, 513015]"
u105262,"[295046, 294998, 294062, 293741, 295122, 1052]"
u102504,"[7530, 7235, 6965, 7592, 5100, 495422]"
u105033,"[295282, 293484, 295050, 293725, 295048, 1103]"
u108280,"[3535, 2844, 1762, 1402, 1877, 323829]"
u108918,"[1341, 1955, 1483, 3123, 1169, 322105]"
u103176,"[324247, 322590, 323272, 321963, 323469, 472792]"
u104401,"[323641, 324281, 323570, 322611, 324020, 472549]"
u104758,"[324471, 323811, 323918, 321840, 322278, 472525]"
u102321,"[7548, 6266, 7126, 6761, 6316, 487545]"
u103229,"[322961, 323014, 322964, 323000, 322844, 531420]"
u108640,"[2974, 1337, 1044, 827, 1939, 323249]"
u101336,"[6893, 6039, 6787, 6143, 5372, 487152]"
u106936,"[322499, 323843, 324192, 324307, 324430, 3251]"
u102910,"[6177, 6229, 6377, 5956, 6140, 487465]"
u108264,"[2619, 754, 1406, 3224, 922, 322862]"
u105511,"[294343, 292814, 293899, 294928, 294733, 1892]"
u106306,"[322419, 324754, 322961, 323579, 323878, 660]"
u106808,"[322260, 324399, 98, 323799, 323969, 2609]"
u105269,"[294156, 294645, 293332, 294214, 292723, 1851]"
u105250,"[290046, 294553, 293358, 294187, 292965, 2018]"
u103502,"[323873, 323035, 324262, 321901, 323459, 474235]"
u107186,"[323768, 324548, 322601, 322579, 322317, 471220]"
u105311,"[293631, 294799, 292906, 290046, 294787, 2518]"
u108144,"[3263, 3350, 703, 1194, 2161, 324452]"
u101509,"[5882, 6586, 5600, 5110, 5690, 488172]"
u107433,"[322988, 324297, 322448, 323553, 322448, 474721]"
u107083,"[324416, 323283, 323315, 323366, 323259, 419]"
u102675,"[7748, 6813, 5736, 7856, 7025, 511532]"
u103844,"[323608, 322010, 323192, 324014, 322631, 474142]"
u105234,"[292684, 295263, 295277, 292806, 290121, 2675]"
u103862,"[322158, 321933, 324430, 324097, 323939, 517268]"
u108872,"[1592, 3497, 771, 2731, 1595, 324518]"
u108655,"[3296, 3062, 1485, 1935, 2552, 321865]"
u105486,"[292743, 290174, 295043, 293618, 294511, 1865]"
u101460,"[6984, 5737, 6104, 7253, 7016, 487781]"
u107519,"[324234, 323587, 323204, 322508, 323064, 194]"
u105957,"[292886, 14, 294438, 292816, 293065, 2346]"
u103816,"[322820, 322736, 323189, 322271, 52, 531253]"
u101542,"[5804, 6378, 6069, 5837, 6637, 488310]"
u108751,"[2945, 2070, 2501, 645, 1476, 322273]"
u101844,"[7182, 4964, 6502, 6741, 7140, 513281]"
u103578,"[322269, 322446, 323961, 322715, 324483, 473671]"
u105451,"[293631, 292799, 294110, 293080, 293832, 2131]"
u103973,"[322902, 323906, 321932, 322823, 323343, 473054]"
u103056,"[323446, 323124, 322227, 322254, 322743, 472456]"
u106793,"[321885, 323832, 322064, 323270, 324288, 2140]"
u108555,"[2641, 1946, 2371, 2727, 1705, 322384]"
u108025,"[1211, 3262, 897, 2386, 1852, 323024]"
u108982,"[2658, 2996, 3375, 804, 813, 322899]"
u108890,"[3566, 2587, 1943, 1216, 2625, 323586]"
u107562,"[37, 323680, 323799, 322717, 322999, 472111]"
u107498,"[322717, 323682, 323608, 324489, 324194, 470663]"
u104094,"[322078, 322065, 324288, 323780, 323651, 474053]"
u101846,"[7658, 7068, 6733, 6893, 5393, 487094]"
u105086,"[293261, 295234, 292863, 293253, 294230, 1311]"
u101535,"[6698, 7337, 6541, 5886, 6621, 486950]"
u104685,"[323367, 323977, 322485, 322487, 322610, 533119]"
u105043,"[295155, 292886, 295001, 290186, 295284, 2656]"
u102027,"[6455, 7666, 7854, 5501, 5070, 495489]"
u102697,"[5953, 7643, 7802, 7496, 6973, 487854]"
u106132,"[322272, 323381, 323959, 322328, 322520, 807]"
u104509,"[324551, 323843, 323383, 322199, 323849, 474097]"
u104467,"[322342, 322205, 321991, 323791, 324254, 473984]"
u103277,"[323953, 322318, 322910, 323068, 324536, 473075]"
u103835,"[324337, 322827, 323849, 322894, 323360, 473848]"
u103032,"[322177, 324349, 322685, 324017, 323191, 513716]"
u107012,"[324184, 62, 323087, 321929, 324534, 471560]"
u102097,"[7568, 5983, 7070, 7838, 7154, 513081]"
u104309,"[322387, 324472, 323188, 67, 323485, 532126]"
u101872,"[5363, 7182, 5841, 4962, 7754, 495274]"
u107017,"[324398, 323128, 321885, 321990, 323205, 474601]"
u106037,"[322467, 322406, 322530, 323838, 322469, 2413]"
u101173,"[7291, 6620, 6827, 5081, 5228, 513325]"
u107487,"[322774, 323772, 324070, 322188, 322848, 471711]"
u104245,"[322661, 323342, 322155, 323279, 322861, 473523]"
u103318,"[323788, 323380, 322319, 323726, 322161, 472346]"
u103624,"[322902, 322799, 324394, 323901, 323160, 530298]"
u102691,"[5939, 7200, 5156, 7246, 5959, 513217]"
u108026,"[3136, 2696, 1471, 2525, 3472, 324508]"
u107452,"[323496, 324429, 322880, 321954, 322871, 471850]"
u104864,"[321953, 322023, 323871, 323609, 323883, 474133]"
u104257,"[323645, 324019, 324444, 322582, 324460, 474110]"
u104530,"[323003, 322523, 82, 324465, 324045, 513069]"
u101671,"[5402, 7446, 4920, 6394, 6765, 487566]"
u108418,"[1498, 2873, 2704, 1039, 681, 321928]"
u102095,"[6983, 5120, 5033, 5033, 6424, 487247]"
u108727,"[2268, 1379, 3553, 2496, 2925, 322059]"
u107187,"[322829, 324207, 323861, 31, 322559, 471289]"
u104700,"[63, 324613, 324712, 322842, 323878, 473733]"
u103257,"[322097, 323599, 324730, 324537, 324071, 473684]"
u106361,"[322371, 322428, 321914, 323749, 321931, 2426]"
u108394,"[1308, 3469, 1423, 2663, 1255, 323588]"
u104290,"[322289, 323018, 324226, 322056, 32, 472398]"
u106386,"[324270, 322380, 322280, 324321, 321881, 2043]"
u106595,"[324599, 324223, 323540, 323511, 322950, 2292]"
u101436,"[5677, 7104, 5485, 7147, 6050, 487839]"
u105034,"[294238, 294963, 293686, 293089, 292801, 3108]"
u101865,"[6044, 5076, 5279, 6139, 7054, 487925]"
u107560,"[324342, 323583, 324202, 323675, 324354, 470904]"
u102227,"[7483, 7219, 6780, 6981, 7316, 495479]"
u107845,"[323985, 323698, 322831, 322477, 322695, 474895]"
u108432,"[582, 1580, 772, 3073, 783, 322873]"
u104411,"[322139, 322306, 322798, 323357, 91, 472445]"
u103848,"[99, 324579, 324397, 322287, 322573, 473608]"
u108903,"[1316, 3500, 1085, 3064, 1942, 324095]"
u104420,"[323297, 324402, 323892, 323292, 324230, 472744]"
u101873,"[5300, 5289, 5258, 5047, 5216, 488256]"
u106921,"[322971, 324689, 322274, 323259, 322453, 1369]"
u106304,"[323288, 323075, 323114, 321981, 324211, 2464]"
u105914,"[293120, 292875, 295328, 294161, 294703, 931]"
u101305,"[7057, 7824, 7163, 5388, 5034, 495429]"
u108928,"[1624, 2813, 2370, 1014, 3540, 323151]"
u102906,"[6794, 7002, 7126, 6202, 7535, 511619]"
u107403,"[322267, 322329, 321990, 81, 322691, 472203]"
u106069,"[323971, 322693, 323093, 324571, 323892, 659]"
u107407,"[323868, 322720, 52, 322308, 324360, 474524]"
u103559,"[324533, 324629, 323479, 322315, 322404, 530432]"
u108819,"[596, 3425, 1331, 2475, 1688, 321996]"
u107557,"[323420, 324222, 324221, 323136, 322293, 368]"
u103450,"[324430, 323808, 323949, 323272, 324760, 531164]"
u102536,"[6754, 6768, 5764, 7346, 5097, 511570]"
u107050,"[323671, 323795, 321874, 322739, 323265, 471211]"
u107200,"[324277, 324104, 322319, 322845, 64, 471919]"
u108295,"[2689, 901, 1782, 860, 2631, 322892]"
u107976,"[324388, 324118, 323797, 66, 323038, 472110]"
u103339,"[322490, 322298, 324717, 323773, 324705, 519833]"
u108320,"[1291, 3403, 2623, 1660, 1768, 323664]"
u105057,"[293059, 295009, 293018, 293134, 294315, 2431]"
u102244,"[7875, 5960, 5420, 6486, 7612, 487941]"
u107896,"[321987, 322436, 65, 322020, 323546, 471974]"
u106102,"[324663, 322061, 89, 323532, 323008, 2783]"
u101831,"[5564, 6649, 5063, 5312, 6344, 487872]"
u103558,"[323347, 322241, 322004, 322248, 323292, 473789]"
u102508,"[4978, 5174, 7054, 7142, 6581, 513029]"
u102418,"[7077, 5527, 5325, 6407, 6575, 495265]"
u108321,"[1582, 832, 2834, 2591, 1139, 323903]"
u104932,"[322125, 43, 323014, 323622, 323192, 472880]"
u108084,"[2876, 1318, 3319, 1469, 1174, 323450]"
u104190,"[322283, 322164, 324537, 321929, 324312, 473916]"
u103512,"[323270, 322132, 322231, 322624, 323025, 531928]"
u106423,"[324747, 322903, 323481, 322662, 323175, 1641]"
u106043,"[322972, 324302, 90, 323771, 322838, 1335]"
u108408,"[2908, 3232, 3366, 3544, 2700, 322190]"
u108710,"[3426, 2328, 801, 3516, 1632, 323029]"
u104768,"[321892, 323443, 323970, 323792, 321879, 473571]"
u105380,"[292771, 294031, 293529, 292940, 293468, 769]"
u108319,"[783, 3418, 1919, 2625, 1926, 323525]"
u103157,"[322076, 322700, 322486, 324334, 323412, 517198]"
u105028,"[294114, 294805, 294040, 294753, 293497, 591]"
u101024,"[5230, 5709, 6847, 7733, 5735, 487312]"
u103132,"[324695, 324308, 324697, 322686, 323884, 532886]"
u108557,"[3493, 3062, 626, 2707, 2621, 324719]"
u102455,"[5406, 6841, 6811, 4941, 6569, 511311]"
u106298,"[322705, 321944, 324173, 323397, 323768, 644]"
u108594,"[2569, 2210, 2874, 2387, 1067, 323249]"
u106614,"[322645, 322649, 323469, 323361, 324176, 637]"
u103917,"[322679, 323646, 322626, 323926, 321917, 472368]"
u102248,"[7521, 5906, 6639, 5234, 5579, 487183]"
u107550,"[323935, 322729, 322917, 324352, 323904, 471506]"
u107661,"[323425, 324606, 322963, 80, 322689, 471199]"
u102149,"[5339, 7562, 6635, 5065, 6299, 513169]"
u104686,"[324298, 324411, 322497, 322309, 322999, 472619]"
u103650,"[324683, 323436, 322348, 324078, 324054, 531886]"
u108915,"[2467, 1550, 1282, 3536, 2606, 323289]"
u105194,"[293125, 293919, 294518, 295118, 294661, 1855]"
u108340,"[942, 1963, 1320, 3480, 2130, 323374]"
u108091,"[3398, 1589, 3340, 2402, 661, 322272]"
u103177,"[324503, 324710, 323666, 322301, 324427, 530456]"
u104474,"[324125, 324361, 322106, 322275, 323212, 532985]"
u105278,"[293865, 295171, 294075, 294888, 293855, 2643]"
u102222,"[6734, 6469, 7674, 6162, 6433, 486904]"
u106673,"[322762, 323540, 322843, 322826, 323758, 2791]"
u102852,"[6609, 6154, 5732, 6077, 5751, 513041]"
u107632,"[322381, 323267, 324068, 324601, 324147, 474806]"
u104003,"[322277, 324066, 322072, 323136, 323834, 472748]"
u108051,"[809, 2795, 1349, 792, 1707, 322101]"
u107330,"[324181, 322345, 321966, 324186, 323325, 471880]"
u107127,"[321942, 323824, 321909, 323690, 322239, 470749]"
u104979,"[324266, 323016, 323410, 321893, 323768, 472556]"
u103621,"[323117, 323262, 322834, 323524, 323874, 533618]"
u108495,"[1540, 1264, 1625, 1642, 1655, 324059]"
u108001,"[2725, 981, 2809, 1937, 2079, 324262]"
u107610,"[323126, 322705, 323227, 324548, 324332, 472295]"
u106309,"[323750, 323280, 98, 324733, 323150, 1062]"
u106019,"[323858, 324316, 324120, 324729, 322927, 3512]"
u105599,"[294553, 294627, 293897, 293571, 293543, 2031]"
u107517,"[47, 322352, 322972, 323014, 323441, 474978]"
u101589,"[6240, 7533, 5359, 6166, 7565, 513213]"
u103754,"[323196, 324295, 322728, 324552, 324551, 474039]"
u107844,"[323934, 322549, 324382, 323106, 324067, 474825]"
u107227,"[322628, 323098, 323388, 324754, 323591, 322]"
u106801,"[322273, 323439, 322724, 324235, 324223, 2317]"
u105027,"[295090, 294203, 290200, 293595, 293812, 2586]"
u107876,"[323151, 324667, 324396, 323494, 323732, 471033]"
u106572,"[321971, 321952, 321950, 322258, 322491, 2728]"
u103485,"[323296, 322719, 322667, 323561, 322023, 473729]"
u102087,"[5505, 5562, 5210, 6792, 7364, 488226]"
u106263,"[322228, 324422, 322898, 323116, 321923, 2456]"
u102043,"[6565, 7467, 6309, 7200, 7843, 487262]"
u103239,"[324548, 322599, 321849, 41, 322628, 473150]"
u106061,"[323133, 322660, 322705, 324640, 323742, 3394]"
u106276,"[322045, 321999, 324373, 75, 323925, 2610]"
u105357,"[293280, 294379, 294511, 294317, 290161, 1045]"
u102618,"[7538, 6988, 5726, 7529, 5826, 511360]"
u104175,"[324217, 322110, 322741, 323543, 321927, 474105]"
u104196,"[35, 323430, 322654, 324533, 323126, 474235]"
u104807,"[324148, 322237, 321909, 323161, 324610, 472595]"
u104115,"[323750, 105, 324595, 322096, 56, 474020]"
u105589,"[294538, 295218, 294916, 294094, 294262, 2569]"
u102833,"[5897, 5426, 7059, 7529, 7300, 487842]"
u105443,"[295247, 293869, 293210, 293909, 294995, 2612]"
u106193,"[324188, 322260, 323543, 322575, 323064, 1207]"
u103730,"[322812, 322522, 322481, 324324, 322703, 472522]"
u102479,"[7187, 7825, 7030, 5648, 6930, 488360]"
u107442,"[324425, 323050, 322289, 322513, 324492, 470495]"
u102527,"[5052, 6231, 7861, 6468, 7106, 512931]"
u104421,"[323461, 323083, 322974, 324234, 322781, 473576]"
u105548,"[293187, 292773, 293022, 293627, 294545, 2978]"
u106238,"[322779, 323899, 324229, 322837, 321845, 3069]"
u108951,"[1271, 2570, 877, 3477, 2892, 323130]"
u103419,"[323889, 323742, 322518, 324042, 322574, 532023]"
u106039,"[322131, 323502, 323628, 323731, 324011, 2991]"
u105936,"[294976, 294438, 293874, 294510, 293936, 1213]"
u107171,"[324477, 322576, 324152, 324072, 323338, 474602]"
u107299,"[323458, 324033, 323666, 323087, 323649, 474670]"
u107095,"[323158, 322904, 324342, 68, 323867, 413]"
u106997,"[322576, 324595, 322091, 324588, 321872, 1799]"
u108508,"[1487, 1468, 1828, 2688, 1467, 323670]"
u106031,"[324029, 322640, 322343, 323924, 323982, 3221]"
u104718,"[323019, 323134, 322793, 322083, 323932, 472508]"
u102196,"[6746, 6988, 6412, 6671, 6793, 511629]"
u102911,"[5666, 5735, 7717, 5693, 6173, 495219]"
u102878,"[4919, 7623, 5989, 5719, 5333, 487082]"
u105079,"[293174, 292843, 294868, 294044, 293158, 2859]"
u101998,"[7014, 6577, 7360, 5380, 4974, 487588]"
u103887,"[322840, 322311, 324677, 323874, 322962, 532734]"
u104103,"[323809, 324364, 322980, 322723, 322413, 533653]"
u107813,"[323226, 323125, 322517, 323115, 323187, 471240]"
u105241,"[294514, 293647, 294608, 290124, 293788, 2910]"
u105669,"[293041, 294421, 293036, 294172, 295079, 2343]"
u101496,"[5588, 5292, 7189, 7259, 6859, 511377]"
u106693,"[323395, 321974, 323211, 323213, 323030, 2093]"
u107721,"[322815, 322070, 322490, 324290, 322054, 471451]"
u104796,"[322937, 321933, 322440, 322429, 324471, 472935]"
u106537,"[322846, 323347, 321881, 322970, 321885, 2865]"
u107025,"[324500, 322013, 324371, 324330, 322704, 474634]"
u104228,"[322777, 322442, 324165, 322227, 323170, 531476]"
u105787,"[294332, 290214, 294688, 294490, 292884, 828]"
u101857,"[5672, 5887, 6422, 5473, 6648, 488259]"
u101362,"[5664, 6559, 5811, 7676, 6050, 513197]"
u107233,"[322337, 323273, 322096, 323321, 321907, 470831]"
u106342,"[323415, 323439, 324701, 323435, 322404, 1310]"
u103188,"[322519, 323495, 324645, 323901, 323006, 530865]"
u106691,"[323687, 324493, 322752, 323706, 323724, 3570]"
u105916,"[293978, 293626, 293883, 294680, 294863, 2496]"
u103039,"[61, 324071, 322064, 322030, 323418, 473229]"
